SEGMENT	SAMPLE_POS	REF_POS
PB2	1451	1451	
PB2	1452	1452	
PB2	1453	1453	
PB2	1454	1454	
PB2	1455	1455	
PB2	1456	1456	
PB2	1457	1457	
PB2	1458	1458	
PB2	1459	1459	
PB2	1460	1460	
PB2	1461	1461	
PB2	1462	1462	
PB2	1463	1463	
PB2	1464	1464	
PB2	1465	1465	
PB2	1466	1466	
PB2	1467	1467	
PB2	1468	1468	
PB2	1469	1469	
PB2	1470	1470	
PB2	1471	1471	
PB2	1472	1472	
PB2	1473	1473	
PB2	1474	1474	
PB2	1475	1475	
PB2	1476	1476	
PB2	1477	1477	
PB2	1478	1478	
PB2	1479	1479	
PB2	1480	1480	
PB2	1481	1481	
PB2	1482	1482	
PB2	1483	1483	
PB2	1484	1484	
PB2	1485	1485	
PB2	1486	1486	
PB2	1487	1487	
PB2	1488	1488	
PB2	1489	1489	
PB2	1490	1490	
PB2	1491	1491	
PB2	1492	1492	
PB2	1493	1493	
PB2	1494	1494	
PB2	1495	1495	
PB2	1496	1496	
PB2	1497	1497	
PB2	1498	1498	
PB2	1499	1499	
PB2	1500	1500	
PB2	1501	1501	
PB2	1502	1502	
PB2	1503	1503	
PB2	1504	1504	
PB2	1505	1505	
PB2	1506	1506	
PB2	1507	1507	
PB2	1508	1508	
PB2	1509	1509	
PB2	1510	1510	
PB2	1511	1511	
PB2	1512	1512	
PB2	1513	1513	
PB2	1514	1514	
PB2	1515	1515	
PB2	1516	1516	
PB2	1517	1517	
PB2	1518	1518	
PB2	1519	1519	
PB2	1520	1520	
PB2	1521	1521	
PB2	1522	1522	
PB2	1523	1523	
PB2	1524	1524	
PB2	1525	1525	
PB2	1526	1526	
PB2	1527	1527	
PB2	1528	1528	
PB2	1529	1529	
PB2	1530	1530	
PB2	1531	1531	
PB2	1532	1532	
PB2	1533	1533	
PB2	1534	1534	
PB2	1535	1535	
PB2	1536	1536	
PB2	1537	1537	
PB2	1538	1538	
PB2	1539	1539	
PB2	1540	1540	
PB2	1541	1541	
PB2	1542	1542	
PB2	1543	1543	
PB2	1544	1544	
PB2	1545	1545	
PB2	1546	1546	
PB2	1547	1547	
PB2	1548	1548	
PB2	1549	1549	
PB2	1550	1550	
PB2	1551	1551	
PB2	1552	1552	
PB2	1553	1553	
PB2	1554	1554	
PB2	1555	1555	
PB2	1556	1556	
PB2	1557	1557	
PB2	1558	1558	
PB2	1559	1559	
PB2	1560	1560	
PB2	1561	1561	
PB2	1562	1562	
PB2	1563	1563	
PB2	1564	1564	
PB2	1565	1565	
PB2	1566	1566	
PB2	1567	1567	
PB2	1568	1568	
PB2	1569	1569	
PB2	1570	1570	
PB2	1571	1571	
PB2	1572	1572	
PB2	1573	1573	
PB2	1574	1574	
PB2	1575	1575	
PB2	1576	1576	
PB2	1577	1577	
PB2	1578	1578	
PB2	1579	1579	
PB2	1580	1580	
PB2	1581	1581	
PB2	1582	1582	
PB2	1583	1583	
PB2	1584	1584	
PB2	1585	1585	
PB2	1586	1586	
PB2	1587	1587	
PB2	1588	1588	
PB2	1589	1589	
PB2	1590	1590	
PB2	1591	1591	
PB2	1592	1592	
PB2	1593	1593	
PB2	1594	1594	
PB2	1595	1595	
PB2	1596	1596	
PB2	1597	1597	
PB2	1598	1598	
PB2	1599	1599	
PB2	1600	1600	
PB2	1601	1601	
PB2	1602	1602	
PB2	1603	1603	
PB2	1604	1604	
PB2	1605	1605	
PB2	1606	1606	
PB2	1607	1607	
PB2	1608	1608	
PB2	1609	1609	
PB2	1610	1610	
PB2	1611	1611	
PB2	1612	1612	
PB2	1613	1613	
PB2	1614	1614	
PB2	1615	1615	
PB2	1616	1616	
PB2	1617	1617	
PB2	1618	1618	
PB2	1619	1619	
PB2	1620	1620	
PB2	1621	1621	
PB2	1622	1622	
PB2	1623	1623	
PB2	1624	1624	
PB2	1625	1625	
PB2	1626	1626	
PB2	1627	1627	
PB2	1628	1628	
PB2	1629	1629	
PB2	1630	1630	
PB2	1631	1631	
PB2	1632	1632	
PB2	1633	1633	
PB2	1634	1634	
PB2	1635	1635	
PB2	1636	1636	
PB2	1637	1637	
PB2	1638	1638	
PB2	1639	1639	
PB2	1640	1640	
PB2	1641	1641	
PB2	1642	1642	
PB2	1643	1643	
PB2	1644	1644	
PB2	1645	1645	
PB2	1646	1646	
PB2	1647	1647	
PB2	1648	1648	
PB2	1649	1649	
PB2	1650	1650	
PB2	1651	1651	
PB2	1652	1652	
PB2	1653	1653	
PB2	1654	1654	
PB2	1655	1655	
PB2	1656	1656	
PB2	1657	1657	
PB2	1658	1658	
PB2	1659	1659	
PB2	1660	1660	
PB2	1661	1661	
PB2	1662	1662	
PB2	1663	1663	
PB2	1664	1664	
PB2	1665	1665	
PB2	1666	1666	
PB2	1667	1667	
PB2	1668	1668	
PB2	1669	1669	
PB2	1670	1670	
PB2	1671	1671	
PB2	1672	1672	
PB2	1673	1673	
PB2	1674	1674	
PB2	1675	1675	
PB2	1676	1676	
PB2	1677	1677	
PB2	1678	1678	
PB2	1679	1679	
PB2	1680	1680	
PB2	1681	1681	
PB2	1682	1682	
PB2	1683	1683	
PB2	1684	1684	
PB2	1685	1685	
PB2	1686	1686	
PB2	1687	1687	
PB2	1688	1688	
PB2	1689	1689	
PB2	1690	1690	
PB2	1691	1691	
PB2	1692	1692	
PB2	1693	1693	
PB2	1694	1694	
PB2	1695	1695	
PB2	1696	1696	
PB2	1697	1697	
PB2	1698	1698	
PB2	1699	1699	
PB2	1700	1700	
PB2	1701	1701	
PB2	1702	1702	
PB2	1703	1703	
PB2	1704	1704	
PB2	1705	1705	
PB2	1706	1706	
PB2	1707	1707	
PB2	1708	1708	
PB2	1709	1709	
PB2	1710	1710	
PB2	1711	1711	
PB2	1712	1712	
PB2	1713	1713	
PB2	1714	1714	
PB2	1715	1715	
PB2	1716	1716	
PB2	1717	1717	
PB2	1718	1718	
PB2	1719	1719	
PB2	1720	1720	
PB2	1721	1721	
PB2	1722	1722	
PB2	1723	1723	
PB2	1724	1724	
PB2	1725	1725	
PB2	1726	1726	
PB2	1727	1727	
PB2	1728	1728	
PB2	1729	1729	
PB2	1730	1730	
PB2	1731	1731	
PB2	1732	1732	
PB2	1733	1733	
PB2	1734	1734	
PB2	1735	1735	
PB2	1736	1736	
PB2	1737	1737	
PB2	1738	1738	
PB2	1739	1739	
PB2	1740	1740	
PB2	1741	1741	
PB2	1742	1742	
PB2	1743	1743	
PB2	1744	1744	
PB2	1745	1745	
PB2	1746	1746	
PB2	1747	1747	
PB2	1748	1748	
PB2	1749	1749	
PB2	1750	1750	
PB2	1751	1751	
PB2	1752	1752	
PB2	1753	1753	
PB2	1754	1754	
PB2	1755	1755	
PB2	1756	1756	
PB2	1757	1757	
PB2	1758	1758	
PB2	1759	1759	
PB2	1760	1760	
PB2	1761	1761	
PB2	1762	1762	
PB2	1763	1763	
PB2	1764	1764	
PB2	1765	1765	
PB2	1766	1766	
PB2	1767	1767	
PB2	1768	1768	
PB2	1769	1769	
PB2	1770	1770	
PB2	1771	1771	
PB2	1772	1772	
PB2	1773	1773	
PB2	1774	1774	
PB2	1775	1775	
PB2	1776	1776	
PB2	1777	1777	
PB2	1778	1778	
PB2	1779	1779	
PB2	1780	1780	
PB2	1781	1781	
PB2	1782	1782	
PB2	1783	1783	
PB2	1784	1784	
PB2	1785	1785	
PB2	1786	1786	
PB2	1787	1787	
PB2	1788	1788	
PB2	1789	1789	
PB2	1790	1790	
PB2	1791	1791	
PB2	1792	1792	
PB2	1793	1793	
PB2	1794	1794	
PB2	1795	1795	
PB2	1796	1796	
PB2	1797	1797	
PB2	1798	1798	
PB2	1799	1799	
PB2	1800	1800	
PB2	1801	1801	
PB2	1802	1802	
PB2	1803	1803	
PB2	1804	1804	
PB2	1805	1805	
PB2	1806	1806	
PB2	1807	1807	
PB2	1808	1808	
PB2	1809	1809	
PB2	1810	1810	
PB2	1811	1811	
PB2	1812	1812	
PB2	1813	1813	
PB2	1814	1814	
PB2	1815	1815	
PB2	1816	1816	
PB2	1817	1817	
PB2	1818	1818	
PB2	1819	1819	
PB2	1820	1820	
PB2	1821	1821	
PB2	1822	1822	
PB2	1823	1823	
PB2	1824	1824	
PB2	1825	1825	
PB2	1826	1826	
PB2	1827	1827	
PB2	1828	1828	
PB2	1829	1829	
PB2	1830	1830	
PB2	1831	1831	
PB2	1832	1832	
PB2	1833	1833	
PB2	1834	1834	
PB2	1835	1835	
PB2	1836	1836	
PB2	1837	1837	
PB2	1838	1838	
PB2	1839	1839	
PB2	1840	1840	
PB2	1841	1841	
PB2	1842	1842	
PB2	1843	1843	
PB2	1844	1844	
PB2	1845	1845	
PB2	1846	1846	
PB2	1847	1847	
PB2	1848	1848	
PB2	1849	1849	
PB2	1850	1850	
PB2	1851	1851	
PB2	1852	1852	
PB2	1853	1853	
PB2	1854	1854	
PB2	1855	1855	
PB2	1856	1856	
PB2	1857	1857	
PB2	1858	1858	
PB2	1859	1859	
PB2	1860	1860	
PB2	1861	1861	
PB2	1862	1862	
PB2	1863	1863	
PB2	1864	1864	
PB2	1865	1865	
PB2	1866	1866	
PB2	1867	1867	
PB2	1868	1868	
PB2	1869	1869	
PB2	1870	1870	
PB2	1871	1871	
PB2	1872	1872	
PB2	1873	1873	
PB2	1874	1874	
PB2	1875	1875	
PB2	1876	1876	
PB2	1877	1877	
PB2	1878	1878	
PB2	1879	1879	
PB2	1880	1880	
PB2	1881	1881	
PB2	1882	1882	
PB2	1883	1883	
PB2	1884	1884	
PB2	1885	1885	
PB2	1886	1886	
PB2	1887	1887	
PB2	1888	1888	
PB2	1889	1889	
PB2	1890	1890	
PB2	1891	1891	
PB2	1892	1892	
PB2	1893	1893	
PB2	1894	1894	
PB2	1895	1895	
PB2	1896	1896	
PB2	1897	1897	
PB2	1898	1898	
PB2	1899	1899	
PB2	1900	1900	
PB2	1901	1901	
PB2	1902	1902	
PB2	1903	1903	
PB2	1904	1904	
PB2	1905	1905	
PB2	1906	1906	
PB2	1907	1907	
PB2	1908	1908	
PB2	1909	1909	
PB2	1910	1910	
PB2	1911	1911	
PB2	1912	1912	
PB2	1913	1913	
PB2	1914	1914	
PB2	1915	1915	
PB2	1916	1916	
PB2	1917	1917	
PB2	1918	1918	
PB2	1919	1919	
PB2	1920	1920	
PB2	1921	1921	
PB2	1922	1922	
PB2	1923	1923	
PB2	1924	1924	
PB2	1925	1925	
PB2	1926	1926	
PB2	1927	1927	
PB2	1928	1928	
PB2	1929	1929	
PB2	1930	1930	
PB2	1931	1931	
PB2	1932	1932	
PB2	1933	1933	
PB2	1934	1934	
PB2	1935	1935	
PB2	1936	1936	
PB2	1937	1937	
PB2	1938	1938	
PB2	1939	1939	
PB2	1940	1940	
PB2	1941	1941	
PB2	1942	1942	
PB2	1943	1943	
PB2	1944	1944	
PB2	1945	1945	
PB2	1946	1946	
PB2	1947	1947	
PB2	1948	1948	
PB2	1949	1949	
PB2	1950	1950	
PB2	1951	1951	
PB2	1952	1952	
PB2	1953	1953	
PB2	1954	1954	
PB2	1955	1955	
PB2	1956	1956	
PB2	1957	1957	
PB2	1958	1958	
PB2	1959	1959	
PB2	1960	1960	
PB2	1961	1961	
PB2	1962	1962	
PB2	1963	1963	
PB2	1964	1964	
PB2	1965	1965	
PB2	1966	1966	
PB2	1967	1967	
PB2	1968	1968	
PB2	1969	1969	
PB2	1970	1970	
PB2	1971	1971	
PB2	1972	1972	
PB2	1973	1973	
PB2	1974	1974	
PB2	1975	1975	
PB2	1976	1976	
PB2	1977	1977	
PB2	1978	1978	
PB2	1979	1979	
PB2	1980	1980	
PB2	1981	1981	
PB2	1982	1982	
PB2	1983	1983	
PB2	1984	1984	
PB2	1985	1985	
PB2	1986	1986	
PB2	1987	1987	
PB2	1988	1988	
PB2	1989	1989	
PB2	1990	1990	
PB2	1991	1991	
PB2	1992	1992	
PB2	1993	1993	
PB2	1994	1994	
PB2	1995	1995	
PB2	1996	1996	
PB2	1997	1997	
PB2	1998	1998	
PB2	1999	1999	
PB2	2000	2000	
PB2	2001	2001	
PB2	2002	2002	
PB2	2003	2003	
PB2	2004	2004	
PB2	2005	2005	
PB2	2006	2006	
PB2	2007	2007	
PB2	2008	2008	
PB2	2009	2009	
PB2	2010	2010	
PB2	2011	2011	
PB2	2012	2012	
PB2	2013	2013	
PB2	2014	2014	
PB2	2015	2015	
PB2	2016	2016	
PB2	2017	2017	
PB2	2018	2018	
PB2	2019	2019	
PB2	2020	2020	
PB2	2021	2021	
PB2	2022	2022	
PB2	2023	2023	
PB2	2024	2024	
PB2	2025	2025	
PB2	2026	2026	
PB2	2027	2027	
PB2	2028	2028	
PB2	2029	2029	
PB2	2030	2030	
PB2	2031	2031	
PB2	2032	2032	
PB2	2033	2033	
PB2	2034	2034	
PB2	2035	2035	
PB2	2036	2036	
PB2	2037	2037	
PB2	2038	2038	
PB2	2039	2039	
PB2	2040	2040	
PB2	2041	2041	
PB2	2042	2042	
PB2	2043	2043	
PB2	2044	2044	
PB2	2045	2045	
PB2	2046	2046	
PB2	2047	2047	
PB2	2048	2048	
PB2	2049	2049	
PB2	2050	2050	
PB2	2051	2051	
PB2	2052	2052	
PB2	2053	2053	
PB2	2054	2054	
PB2	2055	2055	
PB2	2056	2056	
PB2	2057	2057	
PB2	2058	2058	
PB2	2059	2059	
PB2	2060	2060	
PB2	2061	2061	
PB2	2062	2062	
PB2	2063	2063	
PB2	2064	2064	
PB2	2065	2065	
PB2	2066	2066	
PB2	2067	2067	
PB2	2068	2068	
PB2	2069	2069	
PB2	2070	2070	
PB2	2071	2071	
PB2	2072	2072	
PB2	2073	2073	
PB2	2074	2074	
PB2	2075	2075	
PB2	2076	2076	
PB2	2077	2077	
PB2	2078	2078	
PB2	2079	2079	
PB2	2080	2080	
PB2	2081	2081	
PB2	2082	2082	
PB2	2083	2083	
PB2	2084	2084	
PB2	2085	2085	
PB2	2086	2086	
PB2	2087	2087	
PB2	2088	2088	
PB2	2089	2089	
PB2	2090	2090	
PB2	2091	2091	
PB2	2092	2092	
PB2	2093	2093	
PB2	2094	2094	
PB2	2095	2095	
PB2	2096	2096	
PB2	2097	2097	
PB2	2098	2098	
PB2	2099	2099	
PB2	2100	2100	
PB2	2101	2101	
PB2	2102	2102	
PB2	2103	2103	
PB2	2104	2104	
PB2	2105	2105	
PB2	2106	2106	
PB2	2107	2107	
PB2	2108	2108	
PB2	2109	2109	
PB2	2110	2110	
PB2	2111	2111	
PB2	2112	2112	
PB2	2113	2113	
PB2	2114	2114	
PB2	2115	2115	
PB2	2116	2116	
PB2	2117	2117	
PB2	2118	2118	
PB2	2119	2119	
PB2	2120	2120	
PB2	2121	2121	
PB2	2122	2122	
PB2	2123	2123	
PB2	2124	2124	
PB2	2125	2125	
PB2	2126	2126	
PB2	2127	2127	
PB2	2128	2128	
PB2	2129	2129	
PB2	2130	2130	
PB2	2131	2131	
PB2	2132	2132	
PB2	2133	2133	
PB2	2134	2134	
PB2	2135	2135	
PB2	2136	2136	
PB2	2137	2137	
PB2	2138	2138	
PB2	2139	2139	
PB2	2140	2140	
PB2	2141	2141	
PB2	2142	2142	
PB2	2143	2143	
PB2	2144	2144	
PB2	2145	2145	
PB2	2146	2146	
PB2	2147	2147	
PB2	2148	2148	
PB2	2149	2149	
PB2	2150	2150	
PB2	2151	2151	
PB2	2152	2152	
PB2	2153	2153	
PB2	2154	2154	
PB2	2155	2155	
PB2	2156	2156	
PB2	2157	2157	
PB2	2158	2158	
PB2	2159	2159	
PB2	2160	2160	
PB2	2161	2161	
PB2	2162	2162	
PB2	2163	2163	
PB2	2164	2164	
PB2	2165	2165	
PB2	2166	2166	
PB2	2167	2167	
PB2	2168	2168	
PB2	2169	2169	
PB2	2170	2170	
PB2	2171	2171	
PB2	2172	2172	
PB2	2173	2173	
PB2	2174	2174	
PB2	2175	2175	
PB2	2176	2176	
PB2	2177	2177	
PB2	2178	2178	
PB2	2179	2179	
PB2	2180	2180	
PB2	2181	2181	
PB2	2182	2182	
PB2	2183	2183	
PB2	2184	2184	
PB2	2185	2185	
PB2	2186	2186	
PB2	2187	2187	
PB2	2188	2188	
PB2	2189	2189	
PB2	2190	2190	
PB2	2191	2191	
PB2	2192	2192	
PB2	2193	2193	
PB2	2194	2194	
PB2	2195	2195	
PB2	2196	2196	
PB2	2197	2197	
PB2	2198	2198	
PB2	2199	2199	
PB2	2200	2200	
PB2	2201	2201	
PB2	2202	2202	
PB2	2203	2203	
PB2	2204	2204	
PB2	2205	2205	
PB2	2206	2206	
PB2	2207	2207	
PB2	2208	2208	
PB2	2209	2209	
PB2	2210	2210	
PB2	2211	2211	
PB2	2212	2212	
PB2	2213	2213	
PB2	2214	2214	
PB2	2215	2215	
PB2	2216	2216	
PB2	2217	2217	
PB2	2218	2218	
PB2	2219	2219	
PB2	2220	2220	
PB2	2221	2221	
PB2	2222	2222	
PB2	2223	2223	
PB2	2224	2224	
PB2	2225	2225	
PB2	2226	2226	
PB2	2227	2227	
PB2	2228	2228	
PB2	2229	2229	
PB2	2230	2230	
PB2	2231	2231	
PB2	2232	2232	
PB2	2233	2233	
PB2	2234	2234	
PB2	2235	2235	
PB2	2236	2236	
PB2	2237	2237	
PB2	2238	2238	
PB2	2239	2239	
PB2	2240	2240	
PB2	2241	2241	
PB2	2242	2242	
PB2	2243	2243	
PB2	2244	2244	
PB2	2245	2245	
PB2	2246	2246	
PB2	2247	2247	
PB2	2248	2248	
PB2	2249	2249	
PB2	2250	2250	
PB2	2251	2251	
PB2	2252	2252	
PB2	2253	2253	
PB2	2254	2254	
PB2	2255	2255	
PB2	2256	2256	
PB2	2257	2257	
PB2	2258	2258	
PB2	2259	2259	
PB2	2260	2260	
PB2	2261	2261	
PB2	2262	2262	
PB2	2263	2263	
PB2	2264	2264	
PB2	2265	2265	
PB2	2266	2266	
PB2	2267	2267	
PB2	2268	2268	
PB2	2269	2269	
PB2	2270	2270	
PB2	2271	2271	
PB2	2272	2272	
PB2	2273	2273	
PB2	2274	2274	
PB2	2275	2275	
PB2	2276	2276	
PB2	2277	2277	
PB2	2278	2278	
PB2	2279	2279	
PB2	2280	2280	
PB2	2281	2281	
PB2	2282	2282	
PB2	2283	2283	
PB2	2284	2284	
PB2	2285	2285	
PB2	2286	2286	
PB2	2287	2287	
PB2	2288	2288	
PB2	2289	2289	
PB2	2290	2290	
PB2	2291	2291	
PB2	2292	2292	
PB2	2293	2293	
PB2	2294	2294	
PB2	2295	2295	
PB2	2296	2296	
PB2	2297	2297	
PB2	2298	2298	
PB2	2299	2299	
PB2	2300	2300	
PB2	2301	2301	
PB2	2302	2302	
PB2	2303	2303	
PB2	2304	2304	
PB2	2305	2305	
PB2	2306	2306	
PB2	2307	2307	
PB2	2308	2308	
PB2	2309	2309	
PB2	2310	2310	
PB2	2311	2311	
PB2	2312	2312	
PB2	2313	2313	
PB2	2314	2314	
PB2	2315	2315	
PB2	2316	2316	
PB2	2317	2317	
PB2	2318	2318	
PB2	2319	2319	
PB2	2320	2320	
PB2	2321	2321	
PB2	2322	2322	
PB2	2323	2323	
PB2	2324	2324	
PB2	2325	2325	
PB2	2326	2326	
PB2	2327	2327	
PB2	2328	2328	
PB2	2329	2329	
PB2	2330	2330	
PB2	2331	2331	
PB2	2332	2332	
PB2	2333	2333	
PB2	2334	2334	
PB2	2335	2335	
PB2	2336	2336	
PB2	2337	2337	
PB2	2338	2338	
PB2	2339	2339	
PB2	2340	2340	
PB2	2341	2341	
PB1	1	1	
PB1	2	2	
PB1	3	3	
PB1	4	4	
PB1	5	5	
PB1	6	6	
PB1	7	7	
PB1	8	8	
PB1	9	9	
PB1	10	10	
PB1	11	11	
PB1	12	12	
PB1	13	13	
PB1	14	14	
PB1	15	15	
PB1	16	16	
PB1	17	17	
PB1	18	18	
PB1	19	19	
PB1	20	20	
PB1	21	21	
PB1	22	22	
PB1	23	23	
PB1	24	24	
PB1	25	25	
PB1	26	26	
PB1	27	27	
PB1	28	28	
PB1	29	29	
PB1	30	30	
PB1	31	31	
PB1	32	32	
PB1	33	33	
PB1	34	34	
PB1	35	35	
PB1	36	36	
PB1	37	37	
PB1	38	38	
PB1	39	39	
PB1	40	40	
PB1	41	41	
PB1	42	42	
PB1	43	43	
PB1	44	44	
PB1	45	45	
PB1	46	46	
PB1	47	47	
PB1	48	48	
PB1	49	49	
PB1	50	50	
PB1	51	51	
PB1	52	52	
PB1	53	53	
PB1	54	54	
PB1	55	55	
PB1	56	56	
PB1	57	57	
PB1	58	58	
PB1	59	59	
PB1	60	60	
PB1	61	61	
PB1	62	62	
PB1	63	63	
PB1	64	64	
PB1	65	65	
PB1	66	66	
PB1	67	67	
PB1	68	68	
PB1	69	69	
PB1	70	70	
PB1	71	71	
PB1	72	72	
PB1	73	73	
PB1	74	74	
PB1	75	75	
PB1	76	76	
PB1	77	77	
PB1	78	78	
PB1	79	79	
PB1	80	80	
PB1	81	81	
PB1	82	82	
PB1	83	83	
PB1	84	84	
PB1	85	85	
PB1	86	86	
PB1	87	87	
PB1	88	88	
PB1	89	89	
PB1	90	90	
PB1	91	91	
PB1	92	92	
PB1	93	93	
PB1	94	94	
PB1	95	95	
PB1	96	96	
PB1	97	97	
PB1	98	98	
PB1	99	99	
PB1	100	100	
PB1	101	101	
PB1	102	102	
PB1	103	103	
PB1	104	104	
PB1	105	105	
PB1	106	106	
PB1	107	107	
PB1	108	108	
PB1	109	109	
PB1	110	110	
PB1	111	111	
PB1	112	112	
PB1	113	113	
PB1	114	114	
PB1	115	115	
PB1	116	116	
PB1	117	117	
PB1	118	118	
PB1	119	119	
PB1	120	120	
PB1	121	121	
PB1	122	122	
PB1	123	123	
PB1	124	124	
PB1	125	125	
PB1	126	126	
PB1	127	127	
PB1	128	128	
PB1	129	129	
PB1	130	130	
PB1	131	131	
PB1	132	132	
PB1	133	133	
PB1	134	134	
PB1	135	135	
PB1	136	136	
PB1	137	137	
PB1	138	138	
PB1	139	139	
PB1	140	140	
PB1	141	141	
PB1	142	142	
PB1	143	143	
PB1	144	144	
PB1	145	145	
PB1	146	146	
PB1	147	147	
PB1	148	148	
PB1	149	149	
PB1	150	150	
PB1	151	151	
PB1	152	152	
PB1	153	153	
PB1	154	154	
PB1	155	155	
PB1	156	156	
PB1	157	157	
PB1	158	158	
PB1	159	159	
PB1	160	160	
PB1	161	161	
PB1	162	162	
PB1	163	163	
PB1	164	164	
PB1	165	165	
PB1	166	166	
PB1	167	167	
PB1	168	168	
PB1	169	169	
PB1	170	170	
PB1	171	171	
PB1	172	172	
PB1	173	173	
PB1	174	174	
PB1	175	175	
PB1	176	176	
PB1	177	177	
PB1	178	178	
PB1	179	179	
PB1	180	180	
PB1	181	181	
PB1	182	182	
PB1	183	183	
PB1	184	184	
PB1	185	185	
PB1	186	186	
PB1	187	187	
PB1	188	188	
PB1	189	189	
PB1	190	190	
PB1	191	191	
PB1	192	192	
PB1	193	193	
PB1	194	194	
PB1	195	195	
PB1	196	196	
PB1	197	197	
PB1	198	198	
PB1	199	199	
PB1	200	200	
PB1	201	201	
PB1	202	202	
PB1	203	203	
PB1	204	204	
PB1	205	205	
PB1	206	206	
PB1	207	207	
PB1	208	208	
PB1	209	209	
PB1	210	210	
PB1	211	211	
PB1	212	212	
PB1	213	213	
PB1	214	214	
PB1	215	215	
PB1	216	216	
PB1	217	217	
PB1	218	218	
PB1	219	219	
PB1	220	220	
PB1	221	221	
PB1	222	222	
PB1	223	223	
PB1	224	224	
PB1	225	225	
PB1	226	226	
PB1	227	227	
PB1	228	228	
PB1	229	229	
PB1	230	230	
PB1	231	231	
PB1	232	232	
PB1	233	233	
PB1	234	234	
PB1	235	235	
PB1	236	236	
PB1	237	237	
PB1	238	238	
PB1	239	239	
PB1	240	240	
PB1	241	241	
PB1	242	242	
PB1	243	243	
PB1	244	244	
PB1	245	245	
PB1	246	246	
PB1	247	247	
PB1	248	248	
PB1	249	249	
PB1	250	250	
PB1	251	251	
PB1	252	252	
PB1	253	253	
PB1	254	254	
PB1	255	255	
PB1	256	256	
PB1	257	257	
PB1	258	258	
PB1	259	259	
PB1	260	260	
PB1	261	261	
PB1	262	262	
PB1	263	263	
PB1	264	264	
PB1	265	265	
PB1	266	266	
PB1	267	267	
PB1	268	268	
PB1	269	269	
PB1	270	270	
PB1	271	271	
PB1	272	272	
PB1	273	273	
PB1	274	274	
PB1	275	275	
PB1	276	276	
PB1	277	277	
PB1	278	278	
PB1	279	279	
PB1	280	280	
PB1	281	281	
PB1	282	282	
PB1	283	283	
PB1	284	284	
PB1	285	285	
PB1	286	286	
PB1	287	287	
PB1	288	288	
PB1	289	289	
PB1	290	290	
PB1	291	291	
PB1	292	292	
PB1	293	293	
PB1	294	294	
PB1	295	295	
PB1	296	296	
PB1	297	297	
PB1	298	298	
PB1	299	299	
PB1	300	300	
PB1	301	301	
PB1	302	302	
PB1	303	303	
PB1	304	304	
PB1	305	305	
PB1	306	306	
PB1	307	307	
PB1	308	308	
PB1	309	309	
PB1	310	310	
PB1	311	311	
PB1	312	312	
PB1	313	313	
PB1	314	314	
PB1	315	315	
PB1	316	316	
PB1	317	317	
PB1	318	318	
PB1	319	319	
PB1	320	320	
PB1	321	321	
PB1	322	322	
PB1	323	323	
PB1	324	324	
PB1	325	325	
PB1	326	326	
PB1	327	327	
PB1	328	328	
PB1	329	329	
PB1	330	330	
PB1	331	331	
PB1	332	332	
PB1	333	333	
PB1	334	334	
PB1	335	335	
PB1	336	336	
PB1	337	337	
PB1	338	338	
PB1	339	339	
PB1	340	340	
PB1	341	341	
PB1	342	342	
PB1	343	343	
PB1	344	344	
PB1	345	345	
PB1	346	346	
PB1	347	347	
PB1	348	348	
PB1	349	349	
PB1	350	350	
PB1	351	351	
PB1	352	352	
PB1	353	353	
PB1	354	354	
PB1	355	355	
PB1	356	356	
PB1	357	357	
PB1	358	358	
PB1	359	359	
PB1	360	360	
PB1	361	361	
PB1	362	362	
PB1	363	363	
PB1	364	364	
PB1	365	365	
PB1	366	366	
PB1	367	367	
PB1	368	368	
PB1	369	369	
PB1	370	370	
PB1	371	371	
PB1	372	372	
PB1	373	373	
PB1	374	374	
PB1	375	375	
PB1	376	376	
PB1	377	377	
PB1	378	378	
PB1	379	379	
PB1	380	380	
PB1	381	381	
PB1	382	382	
PB1	383	383	
PB1	384	384	
PB1	385	385	
PB1	386	386	
PB1	387	387	
PB1	388	388	
PB1	389	389	
PB1	390	390	
PB1	391	391	
PB1	392	392	
PB1	393	393	
PB1	394	394	
PB1	395	395	
PB1	396	396	
PB1	397	397	
PB1	398	398	
PB1	399	399	
PB1	400	400	
PB1	401	401	
PB1	402	402	
PB1	403	403	
PB1	404	404	
PB1	405	405	
PB1	406	406	
PB1	407	407	
PB1	408	408	
PB1	409	409	
PB1	410	410	
PB1	411	411	
PB1	412	412	
PB1	413	413	
PB1	414	414	
PB1	415	415	
PB1	416	416	
PB1	417	417	
PB1	418	418	
PB1	419	419	
PB1	420	420	
PB1	421	421	
PB1	422	422	
PB1	423	423	
PB1	424	424	
PB1	425	425	
PB1	426	426	
PB1	427	427	
PB1	428	428	
PB1	429	429	
PB1	430	430	
PB1	431	431	
PB1	432	432	
PB1	433	433	
PB1	434	434	
PB1	435	435	
PB1	436	436	
PB1	437	437	
PB1	438	438	
PB1	439	439	
PB1	440	440	
PB1	441	441	
PB1	442	442	
PB1	443	443	
PB1	444	444	
PB1	445	445	
PB1	446	446	
PB1	447	447	
PB1	448	448	
PB1	449	449	
PB1	450	450	
PB1	451	451	
PB1	452	452	
PB1	453	453	
PB1	454	454	
PB1	455	455	
PB1	456	456	
PB1	457	457	
PB1	458	458	
PB1	459	459	
PB1	460	460	
PB1	461	461	
PB1	462	462	
PB1	463	463	
PB1	464	464	
